OBJECTID,IHDID,lake_name,New_Key,Area_ac,Volume_ac_ft,MeanDepth_ft,MaxDepth_ft
1418,149285986,Walled Lake,63-16,652.1600286,8062.101689,12.36215244,53
1419,149285691,Sodon Lake,63-446,6.54483313,158.8111692,24.2651212,58
1420,149285623,Square Lake,63-405,90.7106558,2717.75555,29.96070887,67
1421,149285862,Meadow Lake,63-1690,18.08366603,86.13500545,4.76313848,23
1422,149285694,Cranbrook Lake,63-461,9.97959794,45.95789437,4.60518497,9
1423,149285652,Orange Lake,63-416,37.28869627,103.9903461,2.78879008,11
1424,149285730,Gilbert Lake,63-456,57.35513588,244.0822942,4.255631,16
1425,149759187,Dodge Lake,18-182,24.80789767,291.6634239,11.7568779,50
1426,149759370,No Name,26-3,186.3172105,2830.488237,15.19177015,43
1427,149759074,Perch Lake,26-52,7.15370079,32.99079237,4.61170984,8
1428,149759185,Sutherland Lake,18-214,49.53573319,232.7974857,4.69958696,10
1429,149759155,Arnold Lake,18-197,115.9791579,2652.365041,22.86932488,84
1430,149759256,Beebe Lake,18-103,45.93960857,607.4444565,13.22267375,32
1431,149759103,Blue Lake,26-37,18.41626987,489.5898923,26.58463933,49
1432,149759263,Bertha Lake,18-134,46.72738053,223.0950164,4.77439595,17
1433,149759352,Mill Pond,18-49,26.48846137,94.03805331,3.55015159,9
1434,149759063,Chatman Lake,65-27,61.72173508,813.2165208,13.17552917,31
1435,149759054,Frost Lake,65-21,56.70895531,1910.73186,33.69365297,60
1436,149759017,Tee Lake,65-10,33.48129656,647.9243952,19.35183108,63
1437,149759161,Cranberry Lake,18-196,94.82001829,780.013712,8.22625566,20
1438,149759227,Wiggins Lake,26-4,331.2279607,2033.264623,6.13856578,26
1439,149759182,Little Long Lake,18-215,55.02592056,1331.742824,24.20209986,61
1440,149759033,Mud Lake,65-18,17.97963466,225.3859304,12.53562348,30
1441,149759093,Streaked Lake,26-35,10.12786116,171.8499318,16.96803787,25
1442,149759277,Perch Lake,18-140,21.01137059,66.82199015,3.18027755,8
1443,149759180,Budd Lake,18-206,162.428792,2294.160215,14.12409824,36
1444,149759072,Lake Four,26-53,38.56820794,620.1398661,16.0790428,41
1445,149759075,Indian Lake,26-58,48.99852609,244.395871,4.98782087,15
1446,149759354,Bluff Lake,18-72,47.63425728,389.2462039,8.17156026,16
1447,149759357, ,18-12,64.22244154,327.787636,5.1039423,10
1448,149759361,Deadman Lake,18-50,12.86109379,128.6918649,10.00629239,28
1449,149759089,Trout Lake,26-32,28.38697201,144.0300666,5.07380874,18
1450,149759175,Pratt Lake,26-20,187.9740521,2073.371557,11.03009449,28
1451,149759287,Loon Lake,18-4,62.44056463,597.1701854,9.56381783,51
1452,149759019,Lake George,65-8,90.96468013,2595.323976,28.53111749,48
1453,149759165,Peach Lake,26-17,10.82865203,87.48098846,8.07865912,17
1454,149759145,Round Lake,26-51,25.05228489,288.053832,11.49810619,31
1455,149759306,Five Lakes,18-6,115.6082527,1128.119835,9.75812547,66
1456,149759299,Gut Lake,18-5,41.23645185,126.8552542,3.07628927,10
1457,149759073,Elk Lake,26-57,72.7339864,855.0068594,11.75525915,47
1458,149759084,Cedar Lake,26-62,7.72402001,105.373642,13.64233156,33
1459,149759179,Townline Lake,18-188,32.22723675,1298.826534,40.30213773,64
1460,149759080,Hoister Lake,26-33,26.28534074,120.792153,4.59541895,28
1461,149759325,Lake Thirteen,18-41,94.31394647,435.5774745,4.6183782,32
1462,149759448,Sanford Lake,56-14,1208.605517,13313.73661,11.01578341,21
1463,149759081,Dollar Lake,26-60,6.66393793,38.5066787,5.77836695,12
1464,149759111,Grass Lake,26-42,21.80210781,59.61787986,2.73450074,7
1465,150436658,Grass Lake,18-83,8.51821671,67.06786001,7.87346252,26
1466,150436626,Big Mud Lake,18-57,237.5181869,583.4390336,2.4563973,4
1467,149729819, ,79-80,12.09185474,134.0336655,11.08462419,22
1468,150436762,Pretty Lake,54-118,112.6691813,1294.502066,11.48940687,22
1469,149729752,Cat Lake,79-36,63.26910898,983.0725592,15.53795486,25
1470,150436780,Hannah Lake,54-99,25.61543805,535.5559412,20.90754568,50
1471,150436758, ,54-90,1686.134937,11526.99012,6.83633905,47
1472,150436783,Coldwater Lake,37-109,285.2421434,9591.645947,33.62632826,66
1473,149729908,Murphy Lake,79-2,182.5834482,1285.904652,7.04283255,44
1474,149729996,Ligon's Lake,25-136,5.14226299,104.4227805,20.30677559,34
1475,149729814, ,79-78,2.96452326,24.62837561,8.30770193,20
1476,150436722,Chippewa Lake,54-232,792.3985102,9761.640982,12.31910567,41
1477,150436670,Merrill Lake,54-194,87.96828028,725.8459884,8.25122403,27
1478,150436891,Half Moon Lake,29-246,68.63006023,502.5784925,7.32300818,21
1479,150436834,Halls Lake,37-98,70.13246095,801.1727281,11.42370761,28
1480,150436656,Eight Point Lake,18-66,414.1851909,3697.084462,8.92616284,25
1481,150436703, ,54-230,60.69476511,303.6533476,5.00295778,18
1482,150436655,Gray Lake,18-73,54.29720679,282.4475051,5.2018791,21
1483,150436646,Tubs Lake,67-10,36.23528603,266.3723116,7.35118556,26
1484,150436649,Perch Lake,18-71,54.82848336,208.0707621,3.79493922,16
1485,149729816, ,79-79,3.39967584,24.73500158,7.27569414,14
1486,150436711,Sucker Lake,37-139,196.2251479,5908.651557,30.11159181,70
1487,150436650,Boyles Creek,18-69,286.999804,4392.10183,15.30350115,73
1488,150436681,Gorrel Lake,54-195,32.22624832,199.5705841,6.19279607,21
1489,150436747,Diamond Lake,54-89,85.14510129,406.1950384,4.77062135,12
1490,150436718,Stevenson Lake,37-120,127.1977422,1839.816322,14.46422154,44
1491,150994093,Lake Wilson,30-256,100.7035974,2636.075607,26.17657834,57
1492,150994115,Cambria Mill Pond,30-270,40.87691352,108.6741051,2.65856924,13
1493,150994147,Long Lake,30-354,156.1194503,1684.157971,10.78762427,35
1494,150994111,Bird Lake,30-245,122.9863252,3735.09693,30.37001816,64
1495,150994100,Broom Lake,30-257,6.04320921,93.11004905,15.40738469,26
1496,150994099,Bear Lake,30-259,122.9806418,2076.774816,16.88700584,51
1497,150994118,Cub Lake,30-274,112.2807317,1775.437834,15.812489,43
1498,151874025,Dewey Lake,46-89,112.1270321,825.0218569,7.35792111,28
1499,151874002,Onemile Lake,46-13,6.08546423,10.22657976,1.68049295,6
1500,151873839,Stony Lake,38-368,69.43463535,337.2281736,4.85677172,16
1501,151873960,Evans Lake,46-130,212.6312155,3756.347499,17.66602091,46
1502,151873785,Silver Lake,81-249,15.30496601,351.7516688,22.98284547,64
1503,151870622,Holland Lake,59-164,74.88676849,730.0407258,9.74859432,47
1504,151870589,Loon Lake,59-132,64.64968674,1168.433101,18.07329873,52
1505,151873969,Sand Lake,46-80,488.2098087,5431.218508,11.12476319,53
1506,151873979,Killarney Lake,46-77,18.98164698,127.9595681,6.74122579,17
1507,151873952,Stony Lake,46-57,61.34267542,852.749181,13.90140184,40
1508,151873970,Wolf Lake,46-55,74.78891475,1243.37621,16.62514042,38
1509,151873881,Iron Mill Pond,81-315,152.735095,1335.849345,8.74618466,42
1510,151870592,Mud Lake,59-134,125.8305081,62.91525407,0.5,0
1511,151874113,Lake Hudson,46-221,123.3327669,207.0362554,1.67868005,6
1512,151874011,Little Stony Lake,46-68,51.18293766,605.0590247,11.82149858,25
1513,151874027,Silver Lake,46-7,128.8590317,1361.542745,10.56614136,25
1514,151870602,Grass Lake,59-190,32.2479936,564.1481342,17.49405378,31
1515,151874086,Lake Adrian,46-178,83.58339528,590.2423389,7.06171766,26
1516,151873883,Clark Lake,38-518,574.4191929,6411.188659,11.16116721,50
1517,151874026,Keeney Lake,46-145,11.9109736,62.73437293,5.26693913,10
1518,151870593,Derby Lake,59-189,111.6916324,3653.158762,32.70754204,96
1519,151873916,Vineyard Lake,38-503,519.308021,7305.715947,14.06817467,42
1520,151870590,Duck Lake,59-135,297.7078686,422.4596382,1.41904089,8
1521,151870594,Crystal Lake,59-133,710.3296238,9346.183816,13.15753068,72
1522,151874009,Grassy Lake,46-16,59.9410937,29.97054685,0.5,0
1523,151873793,Columbia Lake,81-355,69.91476111,1784.936194,25.53017654,56
1524,151874030,Deep Lake,46-91,64.51872089,1615.564606,25.04024543,51
1525,151873976,Kelly Lake,46-76,45.18618427,496.727037,10.99289628,23
1526,151870584,Nevins Lake,59-177,52.32407031,1235.98257,23.62168238,55
1527,151873968,Iron Lake,46-51,79.51431096,1356.299045,17.05729482,61
1528,151870767,Muskrat Lake,19-98,41.72843866,289.2809573,6.9324654,16
1529,151873978,Allen Lake,46-56,63.35954955,1161.439154,18.33092505,67
1530,151873978,Allen Lake,46-75,26.79165967,347.2554628,12.96132704,27
1531,151873944,Wamplers Lake,38-514,61.14573243,1059.886626,17.33377922,50
1532,151873944,Wamplers Lake,46-49,792.3607031,6628.48473,8.36548898,39
1533,151870743,Lake Ovid,19-201,388.9315152,3106.10229,7.9862448,12
1534,151873982,Washington Lake,46-67,55.64837901,1103.041728,19.82163267,59
1535,151870608,Half Moon Lake,59-155,50.42654809,965.5026253,19.14671263,45
1536,151873929,Mud Lake,38-494,120.3531703,682.8994438,5.67412925,23
1537,152094988,Ackerson Lake,38-352,182.2276165,1575.250969,8.64441405,46
1538,152094735,Ewers Lake,33-27,6.29006749,8.06292504,1.28185032,2
1539,152094722,Cedar Lake,47-220,112.60271,835.976162,7.42412116,26
1540,152094828,Clear Lake,38-32,132.4635579,1185.177085,8.94719351,32
1541,152094819,Sugarloaf Lake,81-62,177.7500669,610.1705231,3.43274427,11
1542,152095002,Cranberry Lake,38-362,10.77503016,92.24530377,8.56102511,17
1543,152095002,Cranberry Lake,38-363,91.32397136,1110.518148,12.16020429,33
1544,152094732,Hewes Lake,33-74,12.86677721,53.41874715,4.15168043,12
1545,152094859, ,38-115,1.90147591,5.56147727,2.92482131,8
1546,152094770,Leeke Lake,38-7,10.46614843,30.2623783,2.89145319,9
1547,152094887,Tims Lake,38-129,98.61036774,405.4255523,4.11138871,22
1548,152094815,Little Portage Lake,38-26,33.66390743,521.8145344,15.50071202,23
1549,152094815,Little Portage Lake,38-27,62.87028089,550.3752215,8.75413969,21
1550,152094815,Little Portage Lake,38-659,33.02983502,111.4095616,3.37299782,20
1551,152094858,Pond Lily Lake,38-119,68.92979905,215.5316149,3.12682784,7
1552,152094793,Trumbull Lake,38-52,12.51934705,204.3979113,16.32656324,33
1553,152094902,Grass Lake,38-134,346.6073054,554.2094322,1.59895485,12
1554,152094826,Portage Lake,38-25,374.8309408,3598.850065,9.60126199,40
1555,152094959,Center Lake,38-348,729.1474399,2461.755116,3.37621033,23
1556,152094301,Round Lake,19-93,86.69964125,615.3871648,7.09792054,24
1557,152094882,Brill Lake,38-159,113.3845514,619.4920794,5.46363743,19
1558,152094516,Lake Lansing,33-128,465.7424933,3670.735492,7.88147001,35
1559,152094984,Dollar Lake,38-360,43.46484818,263.8497363,6.07041661,21
1560,152094769,Pleasant Lake,38-34,267.9855391,2689.717737,10.03680179,31
1561,152094993,Vandercook Lake,38-396,138.9184447,3268.320177,23.52689871,49
1562,152094827, ,38-33,14.68201335,31.24005075,2.12777703,5
1563,152094791,Hankard Lake,81-45,7.48581043,34.88905591,4.66069189,10
1564,152094998,Lime Lake,38-425,93.28821203,1107.392142,11.87065458,23
1565,152094873,Welch Lake,38-126,119.1633578,716.8891597,6.01602013,20
1566,152094814,Mud Lake,81-63,66.50174158,168.3073055,2.53087064,6
1567,152095069,Crispell Lake,38-559,79.10139787,594.7735103,7.51912768,23
1568,152094991,part of Lime L.,38-424,74.28234872,263.7580602,3.55075014,31
1569,152094950,Round Lake,38-346,44.72582694,228.0101896,5.09795358,9
1570,152094771,Markla Lake,38-8,86.74757969,343.6661336,3.96167979,11
1571,152094773,Bartig Lake,38-9,22.45446601,108.6025681,4.83656872,10
1572,152094981,Olcott Lake,38-359,39.19783245,292.9738237,7.47423532,26
1573,152094989,Wolf Lake,38-317,368.6473757,4299.416308,11.66267982,45
1574,152094989,Wolf Lake,38-318,103.8237971,1564.766658,15.07136805,52
1575,152094800,Winnewana Lake,81-376,18.69525185,40.96475948,2.19118522,12
1576,152094465,Rose Lake,19-16,30.08903388,63.61826888,2.11433405,6
1577,152094806,White Lake,38-42,68.72667843,702.733975,10.22505366,35
1578,152094467,Park Lake,19-21,182.4075092,875.1796778,4.79793667,25
1579,152094731,Pleasant Lake,47-236,75.8148963,242.8484971,3.20317654,5
1580,152274945,South Scott Lake,80-84S,199.3458418,4236.074921,21.24987852,60
1581,152274928,Upper Jeptha Lake,80-76,57.98821987,1143.80905,19.72485192,43
1582,152274853,Upper Scott Lake,3-67,95.3621675,432.6519939,4.5369354,6
1583,152274829,Hutchins Lake,3-178,383.4282312,3851.486654,10.04486978,35
1584,152274910,Great Bear Lake,80-51,168.7188595,4958.936865,29.39171638,63
1585,152274893,Lake Fourteen,80-71,66.88648466,500.5129386,7.48302054,21
1586,152274840,Little Tom Lake,3-185,17.85558776,99.74371657,5.5861346,12
1587,152274898,North Lake,80-72,61.01699053,217.4629906,3.56397437,18
1588,152274857,Osterhout Lake,3-71,177.1580025,863.8709001,4.87627365,30
1589,152234209,Lake Linton,73-48,13.57695808,157.6201213,11.6093841,20
1590,152274814,Lake Macatawa,70-36,291.6476091,3589.641313,12.30814586,45
1591,152274849,Lower Scott Lake,3-65,113.1544963,678.9398272,6.00011356,9
1592,152274936,Lower Jeptha Lake,80-82,56.07809527,1425.381926,25.41780206,48
1593,152274884,Saddle Lake,80-68,291.5307283,2380.805369,8.1665675,32
1594,152274880,Lake Eleven,80-70,51.47625175,947.6816323,18.41007455,34
1595,152512527,Chain of Lakes,52-576,10.99915474,279.4450512,25.40604781,45
1596,152512555,Bass Lake,52-196,275.8385481,2394.622514,8.6812468,25
1597,152518617,Wilbur Lake,38-621,45.16270925,190.983425,4.22878583,12
1598,152517749,"Crooked Lake, Lower",8-202,439.7774011,759.1190987,1.72614395,12
1599,152512215,Boston Lake,52-1349,49.88686994,268.5989782,5.38416178,15
1600,152517598,Gun Lake,8-413,2708.387414,25601.70159,9.45274722,68
1601,152512562,Rice Lake,52-265,86.91536425,200.4471904,2.30623426,4
1602,152518589,Swains Lake,38-612,71.76113252,1228.449686,17.1185939,63
1603,152512328,Powell Lake,52-710.1,24.05694441,129.1238051,5.36742335,10
1604,152518089,Stony Lake,39-26,68.58063915,333.7054392,4.86588407,16
1605,152512383,Flopper Pond,52-326,6.30612934,35.65409418,5.65387931,24
1606,152512556,Little Shag Lake,52-259,104.6118161,2036.550013,19.46768624,39
1607,152517666,Fish Lake,8-426,160.8861131,4268.499719,26.53118804,53
1608,152512542,Crooked Lake,52-308,56.79643061,502.9779383,8.8558019,41
1609,152512180, ,52-1360,28.32766672,465.4951408,16.43252674,30
1610,152517559,Selkirk Lake,3-223,89.4615381,1030.371865,11.51748435,34
1611,152518305,Harts Lake,13-355,61.2957254,1475.431762,24.07071214,48
1612,152517725,Pine Lake,8-192,653.767202,6773.867946,10.36128445,35
1613,152518355,Whitman Lake,39-164,11.42368179,100.1851703,8.76995457,15
1614,152512231,Lake Miller,52-1087,32.29173125,210.3160852,6.51300122,16
1615,152512399,Sagola Lakes,52-405,7.42526961,29.86083206,4.02151486,6
1616,152512199,Trembath Lake,52-1394,28.97780098,330.4971465,11.40518381,30
1617,152518649,Horseshoe Lake,38-605,52.02210754,332.7414812,6.39615534,25
1618,152517631,Big Lake,3-128,149.0759585,1967.344197,13.19692469,32
1619,152512234,Lake Sally,52-1086,68.56185914,481.0751351,7.01665826,18
1620,152512559,Miller Lake,52-319,30.44387721,295.2417569,9.69790263,26
1621,152512179,Wolf Lake,52-1356,94.30109699,524.849977,5.56568262,11
1622,152518642,Pine Hills Lake,38-601,213.7898926,2805.62054,13.12326091,43
1623,152517624,Lake Sixteen,3-101,34.40423516,1040.31971,30.23812927,91
1624,152512525,Morbit Lake,52-184,37.18244096,258.9399995,6.96403982,25
1625,152512237,Goose Lake,52-1027,418.0958807,4921.761714,11.77184933,17
1626,152517664,Horseshoe Lake,8-437,14.21374865,232.3607269,16.34760348,28
1627,152512546,Spring Lake,52-304,19.14696048,103.9336354,5.42820546,15
1628,152517994,Ruppert Lake,39-129,27.20556118,533.3610276,19.60485299,28
1629,152518127,Lane Lake,13-58,26.3478584,335.2967979,12.72577045,24
1630,152512553, ,52-384,17.37892148,178.0142226,10.24311105,25
1631,152512185,Brocky Lake,52-1328,89.91299963,1137.863077,12.65515645,24
1632,152512502,Airport Lake,52-243,8.12606047,96.6272235,11.89102934,29
1633,152512464,Mud Lake,52-275,92.1661065,126.0760073,1.36792159,3
1634,152518350,Goguac Lake,13-359,349.5063458,5840.451831,16.7105745,68
1635,152512548,Johnson Lake,52-255,77.88267413,1519.633354,19.51182816,45
1636,152518003,Duck Lake,13-9,500.2628679,6900.037235,13.79282309,51
1637,152512396,Sagola Lakes,52-406,8.46978406,31.36088528,3.70267826,6
1638,152517741,Pleasant Lake,8-137,152.3491164,1580.14069,10.3718402,23
1639,152517976,Duck Lake,39-9,31.210151,161.5744251,5.17698313,14
1640,152512577,Anderson Lake,52-91,46.49979647,361.4220144,7.77255046,31
1641,152518689,Cobb Lake,30-72,36.17771048,558.486085,15.43729765,28
1642,152517524,Chief Noonday Lake,8-603,51.13079843,159.3094572,3.11572403,6
1643,152517524,Chief Noonday Lake,8-604,115.9801463,1833.865036,15.81188759,43
1644,152517956,Wabascon Lake,13-144,66.40759443,1385.092876,20.85744692,46
1645,152512524,Chain of Lakes (Central),52-577,5.07084953,27.77773369,5.47792505,11
1646,152517881,Loon Lake,8-36,36.41468454,259.4760946,7.12558952,22
1647,152512554, ,52-383,12.26211034,163.6725969,13.34783266,25
1648,152512551,Bertraud Lake,52-248,29.25233506,469.749307,16.0585234,38
1649,152518313,Winnipeg Lake,13-203,42.91133212,566.1377032,13.19319805,22
1650,152518020,Wintergreen Lake,39-14,42.77295311,281.3438089,6.57761011,21
1651,152512398,Round Lake,52-412,11.23761143,40.36033972,3.59154078,6
1652,152512516,Irene Lake,52-245,10.88993416,89.52899786,8.22126163,18
1653,152512217,Fish Lake,52-1152,153.5962572,2091.287685,13.61548597,27
1654,152517759,Pike Lake,3-24,33.83020936,940.272301,27.79386586,60
1655,152517754,Gilkey Lake,8-147,81.35821132,1326.591294,16.30556121,33
1656,152517556,Hall Lake,8-623,56.00544629,468.0217933,8.35671929,20
1657,152512528,Little Lake,52-182,449.9823591,5885.08351,13.07847606,50
1658,152518514,Eagle Lake,39-275,242.2349344,1397.341395,5.76853788,12
1659,152517478,Barlow Lake,8-586,178.6779477,3785.86819,21.18822295,69
1660,152517543,Long Lake,8-610,147.9039377,195.2994911,1.32044822,3
1661,152517590,Dumont Lake,3-153,218.7468266,5689.772776,26.01076717,50
1662,152518646,Round Lake,38-568,152.7289173,1129.989682,7.39866229,40
1663,152517768,Sheffer Lake,3-32,11.35152701,161.1468093,14.19604685,33
1664,152518175,Sherman Lake,39-62,143.805942,2204.605765,15.33042192,39
1665,152518695,Hastings Lake,30-77,33.51935079,754.983296,22.52380426,38
1666,152517676,Buck Lake,8-439,5.3631752,91.14160758,16.99396425,27
1667,152517981,Clear Lake,80-1,68.37727142,1719.576326,25.1483613,59
1668,152517539,Williams Lake,8-614,19.13065153,152.8291186,7.98870432,21
1669,152517451,Green Lake,3-308,314.3116205,10728.37345,34.13292017,71
1670,152512507,Northwestern Lake,52-186,8.56615515,55.95330705,6.53190446,12
1671,152518259,Eagle Lake,39-145,71.17771671,1244.756293,17.48800539,32
1672,152518480,Stuart Lake,13-412,116.5245195,974.3014302,8.36134261,34
1673,152518480,Stuart Lake,13-413,71.15374749,1417.198907,19.91741767,40
1674,152512181,Log Lake,52-1359,168.8048521,3181.191067,18.84537693,46
1675,152518303,Whitford Lake,39-156,19.17636602,144.3930644,7.52974074,22
1676,152517626,Miner Lake,3-158,336.9039713,9094.836376,26.9953374,84
1677,152512223,Lowmoor Lake,52-1138,32.86056784,514.7383012,15.66431547,53
1678,152517912,Duck Lake,3-63,136.9136787,2182.939318,15.94390961,39
1679,152517999,Goslins Lake,39-20,5.33895887,31.19433625,5.84277516,12
1680,152517511,Cobb Lake,8-589,88.73480117,1110.593762,12.51587593,39
1681,152518193,Prairie Lake,13-23,93.95663209,1405.43768,14.95836588,23
1682,152518375,Beadle Lake,13-340,144.7493904,1158.208869,8.00147666,27
1683,152512532,Shag Lake,52-291,192.5351232,2995.50484,15.55822538,32
1684,152512549,Bass Lake,52-305,75.15339519,2569.385818,34.18855278,78
1685,152517995,Gull Lake,39-13,2043.285735,73798.84479,36.11773112,105
1686,152512482,Farmer Lake,52-169,36.77743524,477.2248626,12.97602346,33
1687,152512544,Pike Lake,52-297,83.70126455,1017.813599,12.16007434,37
1688,152512326, ,52-807,12.40567857,31.87091079,2.56905824,4
1689,152518014,Three Legged Lake,80-41,34.99135754,325.3768759,9.29877829,23
1690,152517913,Little Long Lake,8-242,166.0073721,1628.821562,9.81174234,32
1691,152512526,Mirror Lake,52-240,7.78159557,92.3520533,11.86800991,25
1692,152512515,Mehl Lake,52-246,95.32831406,984.3813529,10.3262222,22
1693,152518491,Graham Lake,13-493,136.9028061,2517.414985,18.38833737,33
1694,152512441,Moccasin Lake,52-147,7.16556185,59.06757618,8.24325816,27
1695,152512506, ,52-1849,12.44743938,67.91110712,5.45582951,13
1696,152707489,Hart Lake,41-471,27.08818613,402.6283194,14.86361314,37
1697,152707101,Turk Lake,59-210,158.1326178,1547.010407,9.78299372,19
1698,152707514,Freska Lake,41-338,57.61607916,832.2019979,14.4439193,31
1699,152707734,Murray Lake,41-176,312.9816993,8668.406125,27.69620762,72
1700,152707021,Ransom Lake,62-29,32.65522327,310.3405135,9.50354897,24
1701,152706968,Townline Lake,59-426,278.8601527,3351.073546,12.01703977,44
1702,152707063,Sand Lake,41-615,92.16388255,1045.576012,11.34474789,34
1703,152707345,Scram Lake,41-433,82.47858712,1889.738034,22.91186234,85
1704,152707043,Middle Lake,59-311,37.58719957,336.5016837,8.95256065,25
1705,152707213,Pine Lake,41-649,57.48486621,493.088781,8.57771468,24
1706,152707115,Cedar Lake,41-565,10.42043394,148.1058228,14.21301873,27
1707,152707231,Long Lake,41-732,53.83561393,509.3989717,9.46211874,27
1708,152707295,Crawford Lake,41-410,31.06954803,93.16169408,2.99848887,10
1709,152707171,Lincoln Lake,41-586,422.9413701,11573.76556,27.36494082,61
1710,152707104,Maston Lake,41-558,44.18787852,896.3216436,20.28433302,42
1711,152707104,Maston Lake,41-559,102.0162212,1958.205993,19.19504536,50
1712,152707051,Clifford Lake,59-295,195.0363239,2994.091891,15.35145778,45
1713,152707902,Reeds Lake,41-255.1,266.5439263,5538.81165,20.78010828,46
1714,152707147,Clear Lake,41-709,8.68600126,86.94341071,10.00960143,30
1715,152707426,Little Myers Lake,41-499,46.43431355,193.1248402,4.15909756,12
1716,152706997,Horseshoe Lake,59-440,97.65209307,2612.849802,26.75672092,45
1717,152707303,Sandbottom Lake,41-411,21.17816672,80.75366801,3.81306225,14
1718,152707355,Crockery Lake,70-164,122.2153564,3093.307667,25.31030272,58
1719,152707563,Little Pine Island Lake,41-347,113.554807,2162.859288,19.04683161,63
1720,152707027,Rainbow Lake,59-306,175.6143351,933.6360389,5.31639993,21
1721,152707525,Big Pine Island Lake,41-278,224.0052291,3416.626155,15.25243928,43
1722,152707117,Bass Lake,41-573,191.1958121,1468.177365,7.67892011,20
1723,152707905,Fennessy Lake,70-101,63.430963,225.0045233,3.54723486,10
1724,152707550,Mead Lake,41-348,21.59602192,526.0337353,24.35789967,68
1725,152707319,Angel Lake,41-432,51.3405909,649.1534974,12.64405972,51
1726,152707132,Half Moon Lake,61-20,61.59645265,1786.66309,29.0059413,83
1727,152707120,Blue Lake,41-566,47.13708125,832.245612,17.65585798,40
1728,152707463,Tek-E-Nink Lake,41-470,44.98281654,769.9651717,17.11687331,39
1729,152707480,Brower Lake,41-501,78.88295672,525.7562359,6.66501685,26
1730,152707435,Myers Lake,41-498,83.69953481,986.6465679,11.78795761,41
1731,152707475,Little Brower Lake,41-504,26.04144773,130.721465,5.01974646,11
1732,152707066,Dickerson Lake,59-182,225.7878473,4433.354591,19.63504522,45
1733,152708039,Morrison Lake,34-21,338.4493684,4349.284028,12.85061943,18
1734,152707436,Wabasis Lake,41-464,400.9252691,10625.03806,26.50129308,52
1735,152707005,Bills Lake,62-75,194.9359991,3875.578316,19.88128583,93
1736,152707743,Lamberton Lake,41-215,26.55814508,242.4463331,9.12888804,20
1737,152707044,Muskellunge Lake,59-361,131.3839545,2203.174531,16.76897715,36
1738,152707559,Bostwick Lake,41-325,206.3236035,2576.564106,12.4879755,25
1739,152707507,Long Lake,34-73,347.0555546,3896.074719,11.22608374,57
1740,152707499, ,41-807,25.5348817,379.654932,14.8680905,37
1741,152707493,Hull Lake,41-469,9.64501725,246.632916,25.57101865,73
1742,152707020,Cowden Lake,59-347,111.7299338,1956.442649,17.51046101,46
1743,152707062,Hunter Lake,59-324,48.17121727,928.6857767,19.27885217,47
1744,152707265,Halfmile Lake,41-399,27.30687439,320.534846,11.73824735,47
1745,152707265,Halfmile Lake,41-400,86.88151081,1067.587542,12.28785655,42
1746,152707265,Halfmile Lake,41-401,44.19677432,259.471029,5.87081372,21
1747,152707265,Halfmile Lake,41-404,57.39368432,256.314999,4.46590948,15
1748,152707265,Halfmile Lake,41-609,56.09193317,1227.177958,21.87797582,61
1749,152707229,Saugage Lake,41-607,38.43996025,153.5390523,3.99425627,29
1750,152707484,Flat Iron Lake,41-468,17.27513722,264.2273134,15.29523673,32
1751,152707244,Lime Lake,41-510,34.73832163,1309.28947,37.69006125,84
1752,152707582,Woodard Lake,34-69,68.74965923,656.1040776,9.54337934,21
1753,152707228,Pearl Lake,59-206,35.0308944,631.5770152,18.0291433,55
1754,152707133,Black Lake,41-584,3.95245058,23.50157507,5.9460769,13
1755,155417591, ,28-152,11.3782144,100.6052495,8.84191895,22
1756,155417593,Sand Lakes,28-149,16.53629213,170.0072669,10.28085774,27
1757,155417594,Guernsey Lake,40-192,42.08772989,988.9336518,23.49695872,46
1758,155417597,Sand Lakes,28-155,11.70587613,60.97794788,5.2091742,17
1759,155417600,Sand Lakes,28-154,21.00667558,94.0004933,4.4747915,17
1760,155417604, ,28-159,11.35375096,89.9232545,7.92013624,22
1761,155417606,Twin Lake (North),28-156,9.09100698,72.32626252,7.95580321,18
1762,155417607,Twin Lake (South),28-157,9.66330305,45.91267409,4.75124022,16
1763,155417619,Dollar Lake,28-166,37.27263442,346.1319982,9.28649138,28
1764,155417621,Indian Lake,28-182,55.39040099,164.6234584,2.97205753,11
1765,155417624,High Lake,28-85,47.66242729,510.0898783,10.70213808,25
1766,155417287,Susan Lake,15-56,127.2765688,742.6680579,5.8350729,15
1767,155417297,Adams Lake,15-37,45.32184512,339.8760313,7.49916581,16
1768,155417298,Mud Lake,15-26,39.82276196,132.924533,3.33790341,6
1769,155417627,Spider Lake,28-81,454.5599863,4704.605628,10.3498015,36
1770,155417630, ,28-71,10.59983244,49.3385431,4.65465311,16
1771,155417635,Denzer Lake,28-80,8.80560027,21.61492548,2.45467939,7
1772,155417638, ,28-70,12.20082821,80.53226158,6.60055696,21
1773,155417639,Arbutus Lake,28-84,396.1165983,5523.249695,13.94349471,45
1774,155417642,Rennie Lake,28-74,236.6871715,1909.028563,8.06561907,27
1775,155417644,Bass Lake,28-79,35.78209476,254.831749,7.1217672,20
1776,155417648,Mud Lake,40-78,22.8073325,90.2972485,3.95913238,12
1777,155417299,Walloon Lake,15-25,720.975912,20485.30448,28.41329944,103
1778,155417302,Twin Lakes,15-40,41.92538165,178.2983938,4.25275541,11
